user,created_at,text
IMAKOS,2020-01-30 18:27:20+00:00,"Chinese virus’ could have been spread by bat soup after disturbing footage emerges https://www.standardmedia.co.ke/article/2001357665/chinese-virus-could-have-been-spread-by-bat-soup-after-disturbing-footage-emerges The deadly coronavirus, which has already killed 17 people, could have been spread by bat soup - a popular delicacy in Chinese city Wuhan."
Johns2013M,2020-01-30 18:25:53+00:00,WASTE of TIME -- Its like that CHINESE VIRUS -- No CURE yet -- just DEADLY arrival
AsmaParekh,2020-01-30 18:24:30+00:00,Chinese virus filled its poison frm dis indian virus.. 
Insentra2,2020-01-30 18:21:34+00:00,"But the virus is a Chinese virus, it originated in China. Ebola was an African virus, it originated in Africa. Stop trying to turn a swimming pool into an ocean, it really isn’t this deep "
ALancashirelad,2020-01-30 18:13:54+00:00,So the WHO are about to declare a world wide emergency on this Chinese virus..and develop a vaccine by the end of the year.170 people thats 170 have died... emergency? You dont get it folks do you?
RudraGo13817532,2020-01-30 18:05:17+00:00,"Chinese virus itself kills many. Indian virus, shoots on others' shoulders."
shaunywelch,2020-01-30 18:04:10+00:00,"Genius way to extend your holiday. Cough cough, must be that Chinese virus thing. Best we all stay on this luxury cruise liner. Just to be safe of course. 2 extra weeks should do it "
eleceno1,2020-01-30 17:51:41+00:00,"""Its not racist cause it's a chinese virus! Also we should round up and put into camps anyone with yellow skin and they're also filthy animals for eating food we dont have here in the uk"" (while stuffing a battery farmed chicken burger into their mouth for extra effect)"
essemuk,2020-01-30 17:46:36+00:00,"What is Corona? , that is a virus from China (Chinese virus) ,China ,look at what you have thrown to the world ,we are all in panic ,so am here praising the good Ugandan air kumbe this virus has platforms in air. China ,we shall never forget this courtesy uproar"
spitfiresblog,2020-01-30 17:45:45+00:00,Swedish media calls for action against attacks from Chinese officials We have special breed of Chinese virus in Stockholm. 
namkeen_mirchi,2020-01-30 17:43:21+00:00,Isn't Shaheen Bagh type gatherings posing grave risk to Delhites from virus spread particularly in wake of Chinese Virus. Can the organisers held criminally responsible for endangering public life in case of spread of disease @aajtak @ndtv @toi @BJP4India
Flerpster,2020-01-30 17:42:59+00:00,Flying to Indonesia on Saturday for 3 week holiday. Was very excited but now my wife has got flu and just heard that the airport inJakarta is now using body temperature scanners for this fucking Chinese virus....fuck sake!! 
liyichunhs,2020-01-30 17:40:03+00:00,"“The virus was originated in Wuhan city in China, it s important that it should not be treated as a “China Virus” or ""Chinese virus"".Just like Ebola, which came from Congo , we should not call it as Congo Virus ; N1H1, we should not call it as European virus”"
eldemar_o,2020-01-30 17:36:57+00:00,"@BBCWorld @itvnews @Channel4News just in case you hadn't noticed. it's called news, might be a bit more interesting than just the continual yadda about the chinese virus. "
ELI_G33,2020-01-30 17:35:51+00:00,Or its that chinese virus they talkin bout in the news 
TSHIRTJOHNNY,2020-01-30 17:34:57+00:00,"WARNING TO HELP STOP THE CHINESE VIRUS THAT'S KILLING PEOPLE &amp; SPREADING AROUND THE WORLD AVOID TRIPS TO CHINA ! WEAR FACEMASK IN HEAVENLY POPULATED AREAS SUCH AS PUBLIC TRANSPORTATION ! AVOID FRIED OR SPICY FOOD TAKE A LOT OF VITAMIN C, STAY HOME AS MUCH AS POSSIBLE ! BEWARE ! "
trdrmtscdr,2020-01-30 17:20:12+00:00,Chinese Virus Concerns Dampen Sentiment https://tradermeetscoder.com/chinese-virus-concerns-dampen-sentiment/
RobsStang,2020-01-30 17:18:46+00:00,Once this Chinese virus gets on the go ... you’ll understand
jweglarznc,2020-01-30 17:08:24+00:00,"The other Chinese virus is very bad, #Huawei: The other #Chinese #virus that's infecting the world"
_janece1,2020-01-30 17:06:32+00:00,She got that Chinese virus
