user,created_at,text
mulko_martha,2020-03-30 23:46:31+00:00,Twitter Removes Jair Bolsonaro’s Tweets About Chinese Virus 
jerooo_xyz,2020-03-30 23:46:27+00:00,AIDS and Chinese Virus I see.
BHARGAV_GN,2020-03-30 23:46:22+00:00,"So @sumanthraman &amp; @dp_satish did everything to defame ""North India, Aariyans, Indee Speaking"" fellas boost image of Comrade P Vijayan ""Kerala Model"" for many years &amp; now #ChineseVirus exposed many unfavorable things "
LUCKY208329,2020-03-30 23:46:16+00:00,It's kinda funny that these liberals don't understand that the people he pokes hate at had gun and ammo looooong before the Chinese virus got here.
chandra_pef,2020-03-30 23:46:10+00:00,"20 million from Chinese virus. These r leftist media, liar media, targeting to destabilize the lockdown decision which is taken by the Indian government to improve the situation from Chinese virus."
chandra_pef,2020-03-30 23:46:09+00:00,"India’s main problem is that India’s internal enemies those who do not want the lockdown decision to be successful. like Arvind Kejriwal. Chief ministers of Delhi, still doing dirty conspiracy where the country is trying to protect itself from Chinese virus. Arvind Kejriwal who"
GarrettMeaney,2020-03-30 23:46:09+00:00,This is why you don’t call it the Chinese virus cause in turn it is used to blame Chinese/Asian people. I really hoped something like this would bring our country together but when you got the divider in chief I guess that’s not possible. 
The_SentineI,2020-03-30 23:46:06+00:00,"If adopted in western countries,then Gates,Soros,WHO/UN & co. don’t make their money from #remdesivir &amp; control the vaccine market with China manufacturing it. This is why there is massive opposition from the global socialists to it #COVID19 #coronavirus #wuhanvirus #chinesevirus "
rictravis1,2020-03-30 23:46:01+00:00,killed all chinese #ChinaLiedPeopleDie #ChinaLiedPeopleDied #WHO #China #ChineseVirus #IndiaFightsCorona
sameeras22,2020-03-30 23:46:01+00:00,"And please shut up, even a lot of people agree with Trump when he says it's a Chinese virus!"
florencelumanae,2020-03-30 23:45:47+00:00,Idk why we were calling it the Chinese virus not the white virus then
ginajpate,2020-03-30 23:45:42+00:00,Too bad Hillary Clinton doesn’t follow her own advice. I’ll believe her when she acknowledges the excellent job President Trump is doing in managing the Chinese virus crisis. 
jeepers2003,2020-03-30 23:45:36+00:00,You should do what @realDonaldTrump did and donate your salary to fight the #ChineseVirus
DesmodoodMike,2020-03-30 23:45:33+00:00,Pelosi is still politicizing the Chinese virus by bashing President Trump. I am baffled as to why anyone would support her views. She is an embarrassment. She would burn America down to hurt our President. History will judge her and ultimately condemn her.
nw_allen,2020-03-30 23:45:33+00:00,"I'd say referring the the virus as 'COVID-19' is the 'standard' usage & saying 'Wuhan/Chinese virus' is the 'politically correct' approach. I suspect the 'Wuhan virus' crowd thinks the opposite, and views 'COVID-19' users as PC shills. Any way to adjudicate?"
SardarKhalsa1,2020-03-30 23:45:33+00:00,Wet Markets That Produced Chinese Virus Back Up and Running 
MesMitch,2020-03-30 23:45:26+00:00,"So, it was really a US flu just like Trump was saying that this is a Chinese virus?"
RicardoPatriot,2020-03-30 23:45:24+00:00,Can we radiate mad cow disease already at the same time as the Chinese virus Trump Tripp’s California division Trump 2020
Manu11576389,2020-03-30 23:45:12+00:00,"Holy Fu*k, what is wrong with them? Social distancing is for their own good and for not infecting elderly and vulnerable from #COVID19 or #ChineseVirus. Looks like they love China so much they need the #ChinaVirus ."
NSmithski,2020-03-30 23:45:03+00:00,He is doing something positive for people on the front lines of the Chinese Virus and all you can do is spread HATE... You are a Vile person!!!! 
TravelBugBee,2020-03-30 23:44:58+00:00,"The same Spanish flu that originated in the US? I'm not looking for a fight, I just want people to be kinder. Calling it the Chinese virus promotes hatred against Asian people, instead of using it's proper medical term"
Austin27446760,2020-03-30 23:44:35+00:00,Everyone is Glad except YOU!! Keep rooting for the Chinese Virus !! We see where you stand.
Karen_Rought,2020-03-30 23:44:26+00:00,"last time I had this much wine I got into a fight with a family friend over whether or not calling COVID-19 the ""Chinese virus"" is racist editor's note: it's racist"
JZukawski,2020-03-30 23:44:21+00:00,God bless this man. What do you think now @maddow?? Do you ever get tired of being wrong all the time? #Covid_19 #TheLockdown #COVID19 #NationalDoctorDay #lockdown #ChineseVirus #FluManchu #KungFlu #CoronavirusUSA
CraigsBS,2020-03-30 23:44:18+00:00,"Democrats and the media have shown there true colors, during the Chinese virus outbreak They most definitely want the death of America and its people"
DaddyDill8,2020-03-30 23:44:13+00:00,Nope. Took my son to an urgent care facility for an ear infection and they only had 2 people in there. The nice lady at the reception desk said it has been extremely slow since all the #ChineseVirus hype started.
masich_m,2020-03-30 23:43:31+00:00, Is this fair to the bats? The bats might get extremely offended being associated with the wicked witch of San Francisco. We don't want a revolt of the bats! We are still dealing with the Chinese virus. 
StarkMargulis,2020-03-30 23:43:29+00:00,Good job doing against #ChineseVirus ... 
VirusBuster11,2020-03-30 23:43:19+00:00,The world should help Italy to fight the chinese virus ASAP. Italy does not deserve the suffering! #HoldChinaAccountable #ChinaLiedPeopleDied #ChineseVirus #COVID19 #coronavirus
R4nd4hl,2020-03-30 23:43:12+00:00,Congratulations @realDonaldTrump. Calling it The Chinese Virus worked exactly as you expected. 
alice85336680,2020-03-30 23:43:04+00:00,chinese virus 
StarmanUSA,2020-03-30 23:43:02+00:00,"A picture of gratitude, fortitude, and relief; but one that we hope we will never have to see again. The U.S. Navy Ship Comfort enters the New York Harbor #USA The #ChineseVirus #COVID19 has hit the humanity. #NeverForget Some countries greed for money and power is insatiable"
vitomontreal,2020-03-30 23:42:57+00:00,"Please read PM Trudeau tweet, he is working with Premier Legault to help all Quebecer. PM had done a great job in this difficult time to help all Canadian and Quebecers through these unique times. One thing for sure that let's stop Chinese Virus to spread, protect our loved ones"
Mamaofthreebear,2020-03-30 23:42:47+00:00,"And on 2/7, he sent 17.8 tons of PPE to China, without adequate deal for reciprocity when WE needed it. And then he stupidly p***ed off China by calling it the ""Chinese virus"" repeatedly. (Thankfully, they are shipping some supplies to U.S.--as much as they would otherwise?)"
themcfiles44,2020-03-30 23:42:35+00:00,Texas Tech Prof. Would ‘Reconsider‘ Atheism if Donald Trump Dies of Chinese Virus https://www.breitbart.com/tech/2020/03/30/texas-tech-prof-would-reconsider-atheism-if-donald-trump-dies-of-chinese-virus/ via @BreitbartNews
Nishant31226692,2020-03-30 23:42:09+00:00,#Who wants to spread the #ChineseVirus that is Y they are making such foolish requests #21daylockdown #Covid_19india #COVID19 #Covid_19 #CoronaOutbreak #Covid19inSA #Italia #IndiaFightsCOVID19
reach147,2020-03-30 23:42:01+00:00,#WuhanCoronaVirus #CoronaVirus #ChinaVirus #COVID19 #BatSoup #ChineseVirus Top Hospital Executive Fired for Mocking Trump Supporters https://www.breitbart.com/politics/2020/03/30/top-hospital-executive-fired-for-mocking-trump-supporters/ via @BreitbartNews
Kicksbuttson,2020-03-30 23:41:52+00:00,"It amazes me that some people are so dedicated to pretending this is the ""Trump Virus"" just because they got upset at him calling it the Chinese virus, when it's absolutely accurate and that propaganda is defending the Chinese government..."
GFY1958,2020-03-30 23:41:43+00:00,Twitter = China Twitter Removes Jair Bolsonaro’s Tweets About Chinese Virus 
screenwritingb1,2020-03-30 23:41:39+00:00,“Chinese Virus” is not deliberative or epideictic rhetoric. You can’t get rhetoric from two words. He’s never called for violence or action to be taken. Then you would have rhetoric. Whatever cerebral hallucinogens you’re on they sound awesome. But I’d try not to talk too much
Austin27446760,2020-03-30 23:41:37+00:00,@AliVelshi He is contributing to the country’s battle!! WTF is wrong w you?? Are you rooting for the Chinese Virus to win??? 
lhlin,2020-03-30 23:41:34+00:00,"This is a typical CCP virus symptoms which include heartless, shameless, and bullshitness. #COVID19 #ChineseVirus #WHOLiedPeopleDied"
Ouchsorryz,2020-03-30 23:41:14+00:00,"Yeah, you people calling him racist for shutting down flights from China wasn’t fast enough. He could cure the Chinese virus and you would still say he didn’t do enough. Btw, you knowingly lied in your original post. You can’t be taken seriously."
WineBeater,2020-03-30 23:41:08+00:00,"So, what will you call the next virus that originates in China? Chinese Virus II? The virus has a scientific name that describes what it actually is. Racist morons do not get to name viruses, except in Trump's cultists' wet dreams"
reach147,2020-03-30 23:40:56+00:00,#WuhanCoronaVirus #CoronaVirus #ChinaVirus #COVID19 #BatSoup #ChineseVirus #IncompetentFools Nancy Pelosi Dismissed Coronavirus Threat in February Chinatown Visit https://www.breitbart.com/politics/2020/03/30/nancy-pelosi-dismissed-coronavirus-threat-february-chinatown-visit-everything-fine-here/ via @BreitbartNews
robertas_world,2020-03-30 23:40:54+00:00,"So, it’s official!! I will now be homeschooling starting this fall. Something great came out of this Chinese Virus nightmare...forced homeschooling. And I’m so happy it happened. I can do this and my boys can be free of the liberal indoctrination for good! "
AJDoolin,2020-03-30 23:40:47+00:00,"This should have been SOP in immigration policy all along, before, during and after Wuhan Virus. I hope this continues after the Chinese Virus crisis is over, but , unfortunately I doubt it. "
ILYAS_KA_JIJA,2020-03-30 23:40:44+00:00,Things working in favour of our India We will see a quick recovery once this #ChineseVirus is over 
AvijitSharma_,2020-03-30 23:40:30+00:00,All thanks to #ChineseVirus
RobClemt,2020-03-30 23:40:25+00:00,"He can play with his toys all he wants, but if #RocketMan crosses the line just once.... The Chinese virus won't be dominating the headlines anymore!"
