user,created_at,text
JeffJongsma,2020-02-28 04:38:53+00:00,"Didn't you hear? @nytimes renamed it Trumpvirus... because you know, everything has to be anti-trump. So the Chinese virus that spread across the world is Trump's fault too "
draintheswamp76,2020-02-28 04:37:07+00:00,LYING RAG CNN IS TRYING 2 MAKE CHINESE VIRUS (MAN MADE &amp; STORED IN VIROLOGY LAB IN WUHAN CHINA) -OUR FAULT! NO! NO COMMUNIST DICTATOR XI! YOU MADE IT &amp;COUOD NOT CONTRO; IT! NOW WE HAVE OR ISRAELIS HAVE 2 FIND CURE!**CNN GO TO HELL! 
johndoe69896681,2020-02-28 04:31:38+00:00,"Hong Kong arrested Jimmy Lai, 2 other activists. Charge them for treason and hang them from the very traffic light poles they vandalized. These 3 are immune from the ChineseVirus because they are BANANAS, yellow-on-the-outside but white on the inside, NON-Chinese."
jonathanopiyo,2020-02-28 04:14:20+00:00,@MigunaMiguna is feared by the @StateHouseKenya than this Chinese virus #coronavirusInkenya
jax_pad,2020-02-28 04:09:24+00:00,"its like watching ""Hunger Games"" come to life! Soon all the Blue States will be used to quarantine Covid sufferers, snowflakes, Liberal Elites and AntiFa. They'll be walled in, food supplies cut and Bats with another Chinese Virus released."
JohnPaulVann,2020-02-28 04:07:26+00:00,Thanks red #China! Another great leap forward! #Covid_19 #chineseVirus #coronavirusus #DemocratVirus #Democrats2020 #2020Elections #ChinaCoronaVirus #ChinaPneumonia #ChinaVirus #COVID
Tslammer4000,2020-02-28 04:05:18+00:00,If I get that dirty ass Chinese virus istg
TheThirdTake,2020-02-28 04:01:36+00:00,"Yes, building a wall to keep the Mexicans out does more to combat a Chinese virus than using wall money to invest in medical infrastructure, uhuh, yup, sure buddy."
Vegabond2020,2020-02-28 03:55:37+00:00,"Mr Trump, I am afraid to say that your lip services may not be effective enough to stop the Chinese virus flying into US via South Korea. Be realistic!"
Shima37226699,2020-02-28 03:47:42+00:00,"Mr. President, a few advices 1. Controlling coronavirus is weighing more and more than economy and stock markets 2. Investors' confidence will be back when coronavirus is well controlled in USA 3. You will not be blamed for a certain economy drop brought by Chinese virus"
